Year,Season,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,PTS,Diff,3pt_attempt_pct,year2,season_team,avg_3pt_attempted_per_game,avg_2pt_att_per_game,avg_fg_per_game
2020,2019-20,Chicago Bulls,65,15675,2573,5762,45%,793,2282,35%,1780,3480,51%,6945,-1198,40%,19-20,19-20 Chicago Bulls,35.10769231,53.53846154,88.64615385
2020,2019-20,Golden State Warriors,65,15725,2510,5730,44%,678,2032,33%,1832,3698,50%,6912,-1666,35%,19-20,19-20 Golden State Warriors,31.26153846,56.89230769,88.15384615
2020,2019-20,Charlotte Hornets,65,15750,2425,5586,43%,785,2231,35%,1640,3355,49%,6687,-1124,40%,19-20,19-20 Charlotte Hornets,34.32307692,51.61538462,85.93846154
2019,2018-19,Milwaukee Bucks,82,19780,3555,7471,48%,1105,3134,35%,2450,4337,57%,9686,-1203,42%,18-19,18-19 Milwaukee Bucks,38.2195122,52.8902439,91.1097561
2019,2018-19,Golden State Warriors,82,19805,3612,7361,49%,1087,2824,39%,2525,4537,56%,9650,-1713,38%,18-19,18-19 Golden State Warriors,34.43902439,55.32926829,89.76829268
2019,2018-19,New Orleans Pelicans,82,19755,3581,7563,47%,842,2449,34%,2739,5114,54%,9466,-2665,32%,18-19,18-19 New Orleans Pelicans,29.86585366,62.36585366,92.23170732
2019,2018-19,Philadelphia 76ers,82,19805,3407,7233,47%,889,2474,36%,2518,4759,53%,9445,-2285,34%,18-19,18-19 Philadelphia 76ers,30.17073171,58.03658537,88.20731707
2019,2018-19,Los Angeles Clippers,82,19830,3384,7178,47%,821,2118,39%,2563,5060,51%,9442,-2942,30%,18-19,18-19 Los Angeles Clippers,25.82926829,61.70731707,87.53658537
2019,2018-19,Portland Trail Blazers,82,19855,3470,7427,47%,904,2520,36%,2566,4907,52%,9402,-2387,34%,18-19,18-19 Portland Trail Blazers,30.73170732,59.84146341,90.57317073
2019,2018-19,Oklahoma City Thunder,82,19855,3497,7706,45%,932,2677,35%,2565,5029,51%,9387,-2352,35%,18-19,18-19 Oklahoma City Thunder,32.64634146,61.32926829,93.97560976
2019,2018-19,Toronto Raptors,82,19880,3460,7305,47%,1015,2771,37%,2445,4534,54%,9384,-1763,38%,18-19,18-19 Toronto Raptors,33.79268293,55.29268293,89.08536585
2019,2018-19,Sacramento Kings,82,19730,3541,7637,46%,927,2455,38%,2614,5182,50%,9363,-2727,32%,18-19,18-19 Sacramento Kings,29.93902439,63.19512195,93.13414634
2019,2018-19,Washington Wizards,82,19930,3456,7387,47%,930,2731,34%,2526,4656,54%,9350,-1925,37%,18-19,18-19 Washington Wizards,33.30487805,56.7804878,90.08536585
2019,2018-19,Houston Rockets,82,19830,3218,7163,45%,1323,3721,36%,1895,3442,55%,9341,279,52%,18-19,18-19 Houston Rockets,45.37804878,41.97560976,87.35365854
2019,2018-19,Atlanta Hawks,82,19855,3392,7524,45%,1067,3034,35%,2325,4490,52%,9294,-1456,40%,18-19,18-19 Atlanta Hawks,37,54.75609756,91.75609756
2019,2018-19,Minnesota Timberwolves,82,19830,3413,7483,46%,827,2357,35%,2586,5126,50%,9223,-2769,31%,18-19,18-19 Minnesota Timberwolves,28.74390244,62.51219512,91.25609756
2019,2018-19,Boston Celtics,82,19780,3451,7423,47%,1032,2829,37%,2419,4594,53%,9216,-1765,38%,18-19,18-19 Boston Celtics,34.5,56.02439024,90.52439024
2019,2018-19,Brooklyn Nets,82,19980,3301,7358,45%,1047,2965,35%,2254,4393,51%,9204,-1428,40%,18-19,18-19 Brooklyn Nets,36.15853659,53.57317073,89.73170732
2019,2018-19,Los Angeles Lakers,82,19780,3491,7425,47%,847,2541,33%,2644,4884,54%,9165,-2343,34%,18-19,18-19 Los Angeles Lakers,30.98780488,59.56097561,90.54878049
2019,2018-19,Utah Jazz,82,19755,3314,7082,47%,993,2789,36%,2321,4293,54%,9161,-1504,39%,18-19,18-19 Utah Jazz,34.01219512,52.35365854,86.36585366
2019,2018-19,San Antonio Spurs,82,19805,3468,7248,48%,812,2071,39%,2656,5177,51%,9156,-3106,29%,18-19,18-19 San Antonio Spurs,25.25609756,63.13414634,88.3902439
2019,2018-19,Charlotte Hornets,82,19830,3297,7362,45%,977,2783,35%,2320,4579,51%,9081,-1796,38%,18-19,18-19 Charlotte Hornets,33.93902439,55.84146341,89.7804878
2019,2018-19,Denver Nuggets,82,19730,3439,7384,47%,903,2571,35%,2536,4813,53%,9075,-2242,35%,18-19,18-19 Denver Nuggets,31.35365854,58.69512195,90.04878049
2019,2018-19,Dallas Mavericks,82,19780,3182,7122,45%,1022,3002,34%,2160,4120,52%,8927,-1118,42%,18-19,18-19 Dallas Mavericks,36.6097561,50.24390244,86.85365854
2019,2018-19,Indiana Pacers,82,19705,3390,7135,48%,779,2081,37%,2611,5054,52%,8857,-2973,29%,18-19,18-19 Indiana Pacers,25.37804878,61.63414634,87.01219512
2019,2018-19,Phoenix Suns,82,19880,3289,7164,46%,790,2400,33%,2499,4764,53%,8815,-2364,34%,18-19,18-19 Phoenix Suns,29.26829268,58.09756098,87.36585366
2019,2018-19,Orlando Magic,82,19780,3316,7307,45%,937,2633,36%,2379,4674,51%,8800,-2041,36%,18-19,18-19 Orlando Magic,32.1097561,57,89.1097561
2019,2018-19,Detroit Pistons,82,19855,3185,7238,44%,993,2854,35%,2192,4384,50%,8778,-1530,39%,18-19,18-19 Detroit Pistons,34.80487805,53.46341463,88.26829268
2019,2018-19,Miami Heat,82,19730,3251,7218,45%,928,2658,35%,2323,4560,51%,8668,-1902,37%,18-19,18-19 Miami Heat,32.41463415,55.6097561,88.02439024
2019,2018-19,Chicago Bulls,82,19905,3266,7205,45%,745,2123,35%,2521,5082,50%,8605,-2959,29%,18-19,18-19 Chicago Bulls,25.8902439,61.97560976,87.86585366
2019,2018-19,New York Knicks,82,19780,3134,7241,43%,823,2421,34%,2311,4820,48%,8575,-2399,33%,18-19,18-19 New York Knicks,29.52439024,58.7804878,88.30487805
2019,2018-19,Cleveland Cavaliers,82,19755,3189,7184,44%,847,2388,36%,2342,4796,49%,8567,-2408,33%,18-19,18-19 Cleveland Cavaliers,29.12195122,58.48780488,87.6097561
2019,2018-19,Memphis Grizzlies,82,19880,3113,6924,45%,811,2368,34%,2302,4556,51%,8490,-2188,34%,18-19,18-19 Memphis Grizzlies,28.87804878,55.56097561,84.43902439
2018,2017-18,Golden State Warriors,82,19730,3509,6981,50%,926,2370,39%,2583,4611,56%,9304,-2241,34%,17-18,17-18 Golden State Warriors,28.90243902,56.23170732,85.13414634
2018,2017-18,Houston Rockets,82,19755,3174,6906,46%,1256,3470,36%,1918,3436,56%,9213,34,50%,17-18,17-18 Houston Rockets,42.31707317,41.90243902,84.2195122
2018,2017-18,New Orleans Pelicans,82,19955,3500,7241,48%,837,2312,36%,2663,4929,54%,9161,-2617,32%,17-18,17-18 New Orleans Pelicans,28.19512195,60.1097561,88.30487805
2018,2017-18,Toronto Raptors,82,19830,3383,7169,47%,968,2705,36%,2415,4464,54%,9156,-1759,38%,17-18,17-18 Toronto Raptors,32.98780488,54.43902439,87.42682927
2018,2017-18,Cleveland Cavaliers,82,19730,3311,6950,48%,981,2636,37%,2330,4314,54%,9091,-1678,38%,17-18,17-18 Cleveland Cavaliers,32.14634146,52.6097561,84.75609756
2018,2017-18,Denver Nuggets,82,19880,3338,7102,47%,940,2536,37%,2398,4566,53%,9020,-2030,36%,17-18,17-18 Denver Nuggets,30.92682927,55.68292683,86.6097561
2018,2017-18,Philadelphia 76ers,82,19780,3349,7098,47%,901,2445,37%,2448,4653,53%,9004,-2208,34%,17-18,17-18 Philadelphia 76ers,29.81707317,56.74390244,86.56097561
2018,2017-18,Minnesota Timberwolves,82,19805,3365,7063,48%,658,1845,36%,2707,5218,52%,8980,-3373,26%,17-18,17-18 Minnesota Timberwolves,22.5,63.63414634,86.13414634
2018,2017-18,Los Angeles Clippers,82,19705,3302,7004,47%,777,2196,35%,2525,4808,53%,8937,-2612,31%,17-18,17-18 Los Angeles Clippers,26.7804878,58.63414634,85.41463415
2018,2017-18,Charlotte Hornets,82,19780,3197,7106,45%,824,2233,37%,2373,4873,49%,8874,-2640,31%,17-18,17-18 Charlotte Hornets,27.23170732,59.42682927,86.65853659
2018,2017-18,Los Angeles Lakers,82,19905,3338,7248,46%,822,2384,35%,2516,4864,52%,8862,-2480,33%,17-18,17-18 Los Angeles Lakers,29.07317073,59.31707317,88.3902439
2018,2017-18,Oklahoma City Thunder,82,19830,3271,7221,45%,881,2491,35%,2390,4730,51%,8844,-2239,34%,17-18,17-18 Oklahoma City Thunder,30.37804878,57.68292683,88.06097561
2018,2017-18,Washington Wizards,82,19855,3275,7018,47%,814,2173,38%,2461,4845,51%,8742,-2672,31%,17-18,17-18 Washington Wizards,26.5,59.08536585,85.58536585
2018,2017-18,Brooklyn Nets,82,19855,3136,7114,44%,1041,2924,36%,2095,4190,50%,8741,-1266,41%,17-18,17-18 Brooklyn Nets,35.65853659,51.09756098,86.75609756
2018,2017-18,Milwaukee Bucks,82,19830,3257,6807,48%,718,2024,36%,2539,4783,53%,8731,-2759,30%,17-18,17-18 Milwaukee Bucks,24.68292683,58.32926829,83.01219512
2018,2017-18,Portland Trail Blazers,82,19755,3222,7132,45%,845,2308,37%,2377,4824,49%,8661,-2516,32%,17-18,17-18 Portland Trail Blazers,28.14634146,58.82926829,86.97560976
2018,2017-18,Indiana Pacers,82,19755,3345,7083,47%,741,2010,37%,2604,5073,51%,8656,-3063,28%,17-18,17-18 Indiana Pacers,24.51219512,61.86585366,86.37804878
2018,2017-18,New York Knicks,82,19830,3334,7193,46%,673,1914,35%,2661,5279,50%,8566,-3365,27%,17-18,17-18 New York Knicks,23.34146341,64.37804878,87.7195122
2018,2017-18,Utah Jazz,82,19755,3139,6797,46%,887,2425,37%,2252,4372,52%,8540,-1947,36%,17-18,17-18 Utah Jazz,29.57317073,53.31707317,82.8902439
2018,2017-18,Boston Celtics,82,19805,3141,6975,45%,939,2492,38%,2202,4483,49%,8529,-1991,36%,17-18,17-18 Boston Celtics,30.3902439,54.67073171,85.06097561
2018,2017-18,Phoenix Suns,82,19705,3153,7141,44%,763,2286,33%,2390,4855,49%,8522,-2569,32%,17-18,17-18 Phoenix Suns,27.87804878,59.20731707,87.08536585
2018,2017-18,Detroit Pistons,82,19805,3208,7129,45%,886,2373,37%,2322,4756,49%,8509,-2383,33%,17-18,17-18 Detroit Pistons,28.93902439,58,86.93902439
2018,2017-18,Miami Heat,82,19930,3184,6997,46%,903,2506,36%,2281,4491,51%,8480,-1985,36%,17-18,17-18 Miami Heat,30.56097561,54.76829268,85.32926829
2018,2017-18,Orlando Magic,82,19730,3182,7042,45%,844,2405,35%,2338,4637,50%,8479,-2232,34%,17-18,17-18 Orlando Magic,29.32926829,56.54878049,85.87804878
2018,2017-18,Atlanta Hawks,82,19705,3130,7015,45%,917,2544,36%,2213,4471,50%,8475,-1927,36%,17-18,17-18 Atlanta Hawks,31.02439024,54.52439024,85.54878049
2018,2017-18,Chicago Bulls,82,19855,3170,7285,44%,906,2549,36%,2264,4736,48%,8440,-2187,35%,17-18,17-18 Chicago Bulls,31.08536585,57.75609756,88.84146341
2018,2017-18,San Antonio Spurs,82,19730,3202,6999,46%,696,1977,35%,2506,5022,50%,8424,-3045,28%,17-18,17-18 San Antonio Spurs,24.1097561,61.24390244,85.35365854
2018,2017-18,Dallas Mavericks,82,19805,3128,7042,44%,967,2688,36%,2161,4354,50%,8390,-1666,38%,17-18,17-18 Dallas Mavericks,32.7804878,53.09756098,85.87804878
2018,2017-18,Memphis Grizzlies,82,19705,3013,6788,44%,758,2152,35%,2255,4636,49%,8145,-2484,32%,17-18,17-18 Memphis Grizzlies,26.24390244,56.53658537,82.7804878
2018,2017-18,Sacramento Kings,82,19755,3179,7063,45%,738,1967,38%,2441,5096,48%,8104,-3129,28%,17-18,17-18 Sacramento Kings,23.98780488,62.14634146,86.13414634
2017,2016-17,Golden State Warriors,82,19780,3532,7140,50%,982,2562,38%,2550,4578,56%,9503,-2016,36%,16-17,16-17 Golden State Warriors,31.24390244,55.82926829,87.07317073
2017,2016-17,Houston Rockets,82,19780,3305,7152,46%,1181,3306,36%,2124,3846,55%,9458,-540,46%,16-17,16-17 Houston Rockets,40.31707317,46.90243902,87.2195122
2017,2016-17,Denver Nuggets,82,19755,3377,7194,47%,870,2365,37%,2507,4829,52%,9161,-2464,33%,16-17,16-17 Denver Nuggets,28.84146341,58.8902439,87.73170732
2017,2016-17,Cleveland Cavaliers,82,19880,3275,6963,47%,1067,2779,38%,2208,4184,53%,9048,-1405,40%,16-17,16-17 Cleveland Cavaliers,33.8902439,51.02439024,84.91463415
2017,2016-17,Washington Wizards,82,19855,3388,7137,48%,756,2030,37%,2632,5107,52%,8953,-3077,28%,16-17,16-17 Washington Wizards,24.75609756,62.2804878,87.03658537
2017,2016-17,Los Angeles Clippers,82,19755,3242,6820,48%,841,2245,38%,2401,4575,53%,8911,-2330,33%,16-17,16-17 Los Angeles Clippers,27.37804878,55.79268293,83.17073171
2017,2016-17,Boston Celtics,82,19755,3168,6978,45%,985,2742,36%,2183,4236,52%,8857,-1494,39%,16-17,16-17 Boston Celtics,33.43902439,51.65853659,85.09756098
2017,2016-17,Portland Trail Blazers,82,19930,3243,7059,46%,852,2272,38%,2391,4787,50%,8851,-2515,32%,16-17,16-17 Portland Trail Blazers,27.70731707,58.37804878,86.08536585
2017,2016-17,Phoenix Suns,82,19830,3270,7260,45%,615,1854,33%,2655,5406,49%,8831,-3552,26%,16-17,16-17 Phoenix Suns,22.6097561,65.92682927,88.53658537
2017,2016-17,Toronto Raptors,82,19780,3211,6918,46%,725,1996,36%,2486,4922,51%,8762,-2926,29%,16-17,16-17 Toronto Raptors,24.34146341,60.02439024,84.36585366
2017,2016-17,Oklahoma City Thunder,82,19805,3237,7169,45%,692,2116,33%,2545,5053,50%,8741,-2937,30%,16-17,16-17 Oklahoma City Thunder,25.80487805,61.62195122,87.42682927
2017,2016-17,Brooklyn Nets,82,19755,3102,6987,44%,877,2591,34%,2225,4396,51%,8673,-1805,37%,16-17,16-17 Brooklyn Nets,31.59756098,53.6097561,85.20731707
2017,2016-17,Minnesota Timberwolves,82,19805,3235,6922,47%,601,1723,35%,2634,5199,51%,8657,-3476,25%,16-17,16-17 Minnesota Timberwolves,21.01219512,63.40243902,84.41463415
2017,2016-17,San Antonio Spurs,82,19805,3222,6864,47%,753,1927,39%,2469,4937,50%,8637,-3010,28%,16-17,16-17 San Antonio Spurs,23.5,60.20731707,83.70731707
2017,2016-17,Indiana Pacers,82,19855,3221,6931,47%,709,1885,38%,2512,5046,50%,8618,-3161,27%,16-17,16-17 Indiana Pacers,22.98780488,61.53658537,84.52439024
2017,2016-17,Charlotte Hornets,82,19830,3093,7000,44%,824,2347,35%,2269,4653,49%,8601,-2306,34%,16-17,16-17 Charlotte Hornets,28.62195122,56.74390244,85.36585366
2017,2016-17,Los Angeles Lakers,82,19705,3224,7164,45%,730,2110,35%,2494,5054,49%,8575,-2944,29%,16-17,16-17 Los Angeles Lakers,25.73170732,61.63414634,87.36585366
2017,2016-17,New Orleans Pelicans,82,19905,3210,7130,45%,768,2196,35%,2442,4934,50%,8556,-2738,31%,16-17,16-17 New Orleans Pelicans,26.7804878,60.17073171,86.95121951
2017,2016-17,New York Knicks,82,19855,3244,7256,45%,704,2022,35%,2540,5234,49%,8556,-3212,28%,16-17,16-17 New York Knicks,24.65853659,63.82926829,88.48780488
2017,2016-17,Milwaukee Bucks,82,19780,3182,6715,47%,720,1946,37%,2462,4769,52%,8497,-2823,29%,16-17,16-17 Milwaukee Bucks,23.73170732,58.15853659,81.8902439
2017,2016-17,Miami Heat,82,19780,3202,7037,46%,808,2213,37%,2394,4824,50%,8460,-2611,31%,16-17,16-17 Miami Heat,26.98780488,58.82926829,85.81707317
2017,2016-17,Atlanta Hawks,82,19880,3123,6918,45%,729,2137,34%,2394,4781,50%,8459,-2644,31%,16-17,16-17 Atlanta Hawks,26.06097561,58.30487805,84.36585366
2017,2016-17,Chicago Bulls,82,19780,3169,7141,44%,623,1831,34%,2546,5310,48%,8435,-3479,26%,16-17,16-17 Chicago Bulls,22.32926829,64.75609756,87.08536585
2017,2016-17,Sacramento Kings,82,19880,3105,6734,46%,737,1960,38%,2368,4774,50%,8430,-2814,29%,16-17,16-17 Sacramento Kings,23.90243902,58.2195122,82.12195122
2017,2016-17,Philadelphia 76ers,82,19830,3088,6992,44%,831,2443,34%,2257,4549,50%,8400,-2106,35%,16-17,16-17 Philadelphia 76ers,29.79268293,55.47560976,85.26829268
2017,2016-17,Detroit Pistons,82,19805,3269,7282,45%,631,1915,33%,2638,5367,49%,8309,-3452,26%,16-17,16-17 Detroit Pistons,23.35365854,65.45121951,88.80487805
2017,2016-17,Orlando Magic,82,19805,3139,7133,44%,701,2139,33%,2438,4994,49%,8288,-2855,30%,16-17,16-17 Orlando Magic,26.08536585,60.90243902,86.98780488
2017,2016-17,Utah Jazz,82,19755,3033,6515,47%,791,2128,37%,2242,4387,51%,8258,-2259,33%,16-17,16-17 Utah Jazz,25.95121951,53.5,79.45121951
2017,2016-17,Memphis Grizzlies,82,19905,2984,6854,44%,767,2169,35%,2217,4685,47%,8239,-2516,32%,16-17,16-17 Memphis Grizzlies,26.45121951,57.13414634,83.58536585
2017,2016-17,Dallas Mavericks,82,19780,2968,6750,44%,878,2473,36%,2090,4277,49%,8029,-1804,37%,16-17,16-17 Dallas Mavericks,30.15853659,52.15853659,82.31707317
2016,2015-16,Golden State Warriors,82,19880,3489,7159,49%,1077,2592,42%,2412,4567,53%,9421,-1975,36%,15-16,15-16 Golden State Warriors,31.6097561,55.69512195,87.30487805
2016,2015-16,Oklahoma City Thunder,82,19830,3372,7082,48%,678,1945,35%,2694,5137,52%,9038,-3192,27%,15-16,15-16 Oklahoma City Thunder,23.7195122,62.64634146,86.36585366
2016,2015-16,Sacramento Kings,82,19805,3283,7083,46%,660,1839,36%,2623,5244,50%,8740,-3405,26%,15-16,15-16 Sacramento Kings,22.42682927,63.95121951,86.37804878
2016,2015-16,Houston Rockets,82,19830,3094,6847,45%,878,2533,35%,2216,4314,51%,8737,-1781,37%,15-16,15-16 Houston Rockets,30.8902439,52.6097561,83.5
2016,2015-16,Boston Celtics,82,19780,3216,7318,44%,717,2142,34%,2499,5176,48%,8669,-3034,29%,15-16,15-16 Boston Celtics,26.12195122,63.12195122,89.24390244
2016,2015-16,Portland Trail Blazers,82,19805,3167,7040,45%,864,2336,37%,2303,4704,49%,8622,-2368,33%,15-16,15-16 Portland Trail Blazers,28.48780488,57.36585366,85.85365854
2016,2015-16,Los Angeles Clippers,82,19830,3141,6759,47%,797,2190,36%,2344,4569,51%,8569,-2379,32%,15-16,15-16 Los Angeles Clippers,26.70731707,55.7195122,82.42682927
2016,2015-16,Cleveland Cavaliers,82,19855,3171,6888,46%,880,2428,36%,2291,4460,51%,8555,-2032,35%,15-16,15-16 Cleveland Cavaliers,29.6097561,54.3902439,84
2016,2015-16,Washington Wizards,82,19755,3238,7033,46%,709,1983,36%,2529,5050,50%,8534,-3067,28%,15-16,15-16 Washington Wizards,24.18292683,61.58536585,85.76829268
2016,2015-16,San Antonio Spurs,82,19705,3289,6797,48%,570,1518,38%,2719,5279,52%,8490,-3761,22%,15-16,15-16 San Antonio Spurs,18.51219512,64.37804878,82.8902439
2016,2015-16,Charlotte Hornets,82,19855,3036,6922,44%,873,2410,36%,2163,4512,48%,8479,-2102,35%,15-16,15-16 Charlotte Hornets,29.3902439,55.02439024,84.41463415
2016,2015-16,Atlanta Hawks,82,19830,3168,6923,46%,815,2326,35%,2353,4597,51%,8433,-2271,34%,15-16,15-16 Atlanta Hawks,28.36585366,56.06097561,84.42682927
2016,2015-16,New Orleans Pelicans,82,19780,3153,7040,45%,702,1951,36%,2451,5089,48%,8423,-3138,28%,15-16,15-16 New Orleans Pelicans,23.79268293,62.06097561,85.85365854
2016,2015-16,Toronto Raptors,82,19780,3006,6669,45%,708,1915,37%,2298,4754,48%,8422,-2839,29%,15-16,15-16 Toronto Raptors,23.35365854,57.97560976,81.32926829
2016,2015-16,Minnesota Timberwolves,82,19880,3095,6668,46%,455,1347,34%,2640,5321,50%,8398,-3974,20%,15-16,15-16 Minnesota Timberwolves,16.42682927,64.8902439,81.31707317
2016,2015-16,Dallas Mavericks,82,20005,3064,6900,44%,806,2342,34%,2258,4558,50%,8388,-2216,34%,15-16,15-16 Dallas Mavericks,28.56097561,55.58536585,84.14634146
2016,2015-16,Indiana Pacers,82,19880,3142,6985,45%,663,1889,35%,2479,5096,49%,8377,-3207,27%,15-16,15-16 Indiana Pacers,23.03658537,62.14634146,85.18292683
2016,2015-16,Orlando Magic,82,19905,3242,7120,46%,636,1818,35%,2606,5302,49%,8369,-3484,26%,15-16,15-16 Orlando Magic,22.17073171,64.65853659,86.82926829
2016,2015-16,Detroit Pistons,82,19880,3111,7087,44%,740,2148,35%,2371,4939,48%,8361,-2791,30%,15-16,15-16 Detroit Pistons,26.19512195,60.23170732,86.42682927
2016,2015-16,Denver Nuggets,82,19830,3093,7003,44%,656,1943,34%,2437,5060,48%,8355,-3117,28%,15-16,15-16 Denver Nuggets,23.69512195,61.70731707,85.40243902
2016,2015-16,Chicago Bulls,82,19905,3165,7170,44%,651,1753,37%,2514,5417,46%,8335,-3664,24%,15-16,15-16 Chicago Bulls,21.37804878,66.06097561,87.43902439
2016,2015-16,Phoenix Suns,82,19705,3051,7018,44%,738,2118,35%,2313,4900,47%,8271,-2782,30%,15-16,15-16 Phoenix Suns,25.82926829,59.75609756,85.58536585
2016,2015-16,Miami Heat,82,19830,3150,6697,47%,498,1480,34%,2652,5217,51%,8204,-3737,22%,15-16,15-16 Miami Heat,18.04878049,63.62195122,81.67073171
2016,2015-16,Memphis Grizzlies,82,19830,3019,6859,44%,504,1521,33%,2515,5338,47%,8126,-3817,22%,15-16,15-16 Memphis Grizzlies,18.54878049,65.09756098,83.64634146
2016,2015-16,Milwaukee Bucks,82,19830,3145,6740,47%,440,1277,35%,2705,5463,50%,8122,-4186,19%,15-16,15-16 Milwaukee Bucks,15.57317073,66.62195122,82.19512195
2016,2015-16,Brooklyn Nets,82,19755,3136,6920,45%,531,1508,35%,2605,5412,48%,8089,-3904,22%,15-16,15-16 Brooklyn Nets,18.3902439,66,84.3902439
2016,2015-16,New York Knicks,82,19805,3022,6886,44%,610,1762,35%,2412,5124,47%,8065,-3362,26%,15-16,15-16 New York Knicks,21.48780488,62.48780488,83.97560976
2016,2015-16,Utah Jazz,82,19955,2957,6593,45%,694,1956,36%,2263,4637,49%,8010,-2681,30%,15-16,15-16 Utah Jazz,23.85365854,56.54878049,80.40243902
2016,2015-16,Philadelphia 76ers,82,19805,2970,6887,43%,764,2255,34%,2206,4632,48%,7988,-2377,33%,15-16,15-16 Philadelphia 76ers,27.5,56.48780488,83.98780488
2016,2015-16,Los Angeles Lakers,82,19730,2880,6956,41%,639,2016,32%,2241,4940,45%,7982,-2924,29%,15-16,15-16 Los Angeles Lakers,24.58536585,60.24390244,84.82926829
2015,2014-15,Golden State Warriors,82,19730,3410,7137,48%,883,2217,40%,2527,4920,51%,9016,-2703,31%,14-15,14-15 Golden State Warriors,27.03658537,60,87.03658537
2015,2014-15,Los Angeles Clippers,82,19730,3228,6830,47%,827,2202,38%,2401,4628,52%,8751,-2426,32%,14-15,14-15 Los Angeles Clippers,26.85365854,56.43902439,83.29268293
2015,2014-15,Dallas Mavericks,82,19880,3255,7036,46%,732,2082,35%,2523,4954,51%,8628,-2872,30%,14-15,14-15 Dallas Mavericks,25.3902439,60.41463415,85.80487805
2015,2014-15,Toronto Raptors,82,19855,3108,6829,46%,726,2060,35%,2382,4769,50%,8527,-2709,30%,14-15,14-15 Toronto Raptors,25.12195122,58.15853659,83.2804878
2015,2014-15,Oklahoma City Thunder,82,19830,3184,7119,45%,632,1864,34%,2552,5255,49%,8524,-3391,26%,14-15,14-15 Oklahoma City Thunder,22.73170732,64.08536585,86.81707317
2015,2014-15,Houston Rockets,82,19805,3032,6832,44%,933,2680,35%,2099,4152,51%,8522,-1472,39%,14-15,14-15 Houston Rockets,32.68292683,50.63414634,83.31707317
2015,2014-15,San Antonio Spurs,82,19955,3208,6854,47%,677,1847,37%,2531,5007,51%,8461,-3160,27%,14-15,14-15 San Antonio Spurs,22.52439024,61.06097561,83.58536585
2015,2014-15,Cleveland Cavaliers,82,19780,3089,6739,46%,826,2253,37%,2263,4486,50%,8457,-2233,33%,14-15,14-15 Cleveland Cavaliers,27.47560976,54.70731707,82.18292683
2015,2014-15,Portland Trail Blazers,82,19855,3175,7049,45%,807,2231,36%,2368,4818,49%,8429,-2587,32%,14-15,14-15 Portland Trail Blazers,27.20731707,58.75609756,85.96341463
2015,2014-15,Atlanta Hawks,82,19730,3121,6699,47%,818,2152,38%,2303,4547,51%,8409,-2395,32%,14-15,14-15 Atlanta Hawks,26.24390244,55.45121951,81.69512195
